context_id,sortie_id,view_id,pilot_id,start_window_index,end_window_index,source_sample_ids,end_sample_id,target_sample_id,start_offset_ms,end_offset_ms,classification_eligible,response_eligible,classification_exclusion_reason,response_exclusion_reason,context_duration_ms,snapshot_stop_offset_ms,input_fully_observed,input_unavailable_reason,schema_sha256
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0026,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,21,26,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0021', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0022', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0023', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0024', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0025', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027,105000,135000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0027,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,22,27,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0022', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0023', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0024', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0025', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028,110000,140000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0028,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,23,28,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0023', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0024', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0025', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029,115000,145000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0029,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,24,29,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0024', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0025', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030,120000,150000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0030,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,25,30,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0025', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031,125000,155000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0031,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,26,31,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0026', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032,130000,160000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0032,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,27,32,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0027', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0033,135000,165000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0033,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,28,33,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0028', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0033']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0033,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0034,140000,170000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0034,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,29,34,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0029', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0033', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0034']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0034,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0035,145000,175000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0035,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,30,35,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0030', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0033', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0034', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0035']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0035,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0036,150000,180000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0036,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,10033,31,36,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0031', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0032', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0033', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0034', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0035', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0036']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::20251002_单01_ACT-8_翼云_J16_12#01:0036,,155000,180991,True,False,,future_window_unavailable,25991,181000,False,input_context_duration_not_30_seconds,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,0,5,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0000', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0001', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0002', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0003', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0004', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006,0,30000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,1,6,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0001', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0002', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0003', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0004', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007,5000,35000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,2,7,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0002', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0003', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0004', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008,10000,40000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0008,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,3,8,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0003', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0004', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009,15000,45000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0009,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,4,9,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0004', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010,20000,50000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0010,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,5,10,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0005', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011,25000,55000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0011,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,6,11,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0012,30000,60000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0012,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,7,12,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0012']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0012,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0013,35000,65000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0013,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,8,13,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0012', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0013']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0013,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0014,40000,70000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0014,20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,10035,9,14,"['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0012', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0013', '20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0014']",20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0014,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0015,45000,75000,True,True,,,30000,181000,True,,dd36f05f8880bee8c5ba77d76ac069241098d7e78a13a386149e512e273e1315
