sample_id,group_id,role,split_id,profile_id,trajectory_id,scenario_id,context_start_s,context_end_s,observed_path,observed_sha256,oracle_opened_for_representation
g1_state_space__train_profile_003__trajectory_023__seed_100023__clean_asynchronous::context_120.000,train_profile_003,train,train,train_profile_003,g1_state_space__train_profile_003__trajectory_023__seed_100023,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_003/g1_state_space__train_profile_003__trajectory_023__seed_100023/clean_asynchronous/raw_dual_stream.npz,74464b65e8ea1807439dbc677b7b850e8f097282d7589a9bd2efc5f0e2e0c8b2,False
g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_030.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_024__seed_100024,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_024__seed_100024/clean_asynchronous/raw_dual_stream.npz,e8b3a087170fc22584861e2a1107cd9f7628c1c0ebf14f2d9f0d714abaa5ded2,False
g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_060.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_024__seed_100024,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_024__seed_100024/clean_asynchronous/raw_dual_stream.npz,e8b3a087170fc22584861e2a1107cd9f7628c1c0ebf14f2d9f0d714abaa5ded2,False
g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_090.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_024__seed_100024,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_024__seed_100024/clean_asynchronous/raw_dual_stream.npz,e8b3a087170fc22584861e2a1107cd9f7628c1c0ebf14f2d9f0d714abaa5ded2,False
g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_120.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_024__seed_100024,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_024__seed_100024/clean_asynchronous/raw_dual_stream.npz,e8b3a087170fc22584861e2a1107cd9f7628c1c0ebf14f2d9f0d714abaa5ded2,False
g1_state_space__train_profile_004__trajectory_025__seed_100025__clean_asynchronous::context_030.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_025__seed_100025,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_025__seed_100025/clean_asynchronous/raw_dual_stream.npz,71547d9500875b05201bfc03250f40008b7cda5e419dc8773709e5fa21fac364,False
g1_state_space__train_profile_004__trajectory_025__seed_100025__clean_asynchronous::context_060.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_025__seed_100025,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_025__seed_100025/clean_asynchronous/raw_dual_stream.npz,71547d9500875b05201bfc03250f40008b7cda5e419dc8773709e5fa21fac364,False
g1_state_space__train_profile_004__trajectory_025__seed_100025__clean_asynchronous::context_090.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_025__seed_100025,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_025__seed_100025/clean_asynchronous/raw_dual_stream.npz,71547d9500875b05201bfc03250f40008b7cda5e419dc8773709e5fa21fac364,False
g1_state_space__train_profile_004__trajectory_025__seed_100025__clean_asynchronous::context_120.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_025__seed_100025,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_025__seed_100025/clean_asynchronous/raw_dual_stream.npz,71547d9500875b05201bfc03250f40008b7cda5e419dc8773709e5fa21fac364,False
g1_state_space__train_profile_004__trajectory_026__seed_100026__clean_asynchronous::context_030.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_026__seed_100026,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_026__seed_100026/clean_asynchronous/raw_dual_stream.npz,8b1043d8ea3f6066c11a5201eb4c9f603b1ffb9b4456f494720bef3c3d9859ce,False
g1_state_space__train_profile_004__trajectory_026__seed_100026__clean_asynchronous::context_060.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_026__seed_100026,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_026__seed_100026/clean_asynchronous/raw_dual_stream.npz,8b1043d8ea3f6066c11a5201eb4c9f603b1ffb9b4456f494720bef3c3d9859ce,False
g1_state_space__train_profile_004__trajectory_026__seed_100026__clean_asynchronous::context_090.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_026__seed_100026,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_026__seed_100026/clean_asynchronous/raw_dual_stream.npz,8b1043d8ea3f6066c11a5201eb4c9f603b1ffb9b4456f494720bef3c3d9859ce,False
g1_state_space__train_profile_004__trajectory_026__seed_100026__clean_asynchronous::context_120.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_026__seed_100026,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_026__seed_100026/clean_asynchronous/raw_dual_stream.npz,8b1043d8ea3f6066c11a5201eb4c9f603b1ffb9b4456f494720bef3c3d9859ce,False
g1_state_space__train_profile_004__trajectory_027__seed_100027__clean_asynchronous::context_030.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_027__seed_100027,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_027__seed_100027/clean_asynchronous/raw_dual_stream.npz,017131720649f4805278c76ce3d64602f4e916358ac330daa058591566da5ab4,False
g1_state_space__train_profile_004__trajectory_027__seed_100027__clean_asynchronous::context_060.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_027__seed_100027,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_027__seed_100027/clean_asynchronous/raw_dual_stream.npz,017131720649f4805278c76ce3d64602f4e916358ac330daa058591566da5ab4,False
g1_state_space__train_profile_004__trajectory_027__seed_100027__clean_asynchronous::context_090.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_027__seed_100027,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_027__seed_100027/clean_asynchronous/raw_dual_stream.npz,017131720649f4805278c76ce3d64602f4e916358ac330daa058591566da5ab4,False
g1_state_space__train_profile_004__trajectory_027__seed_100027__clean_asynchronous::context_120.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_027__seed_100027,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_027__seed_100027/clean_asynchronous/raw_dual_stream.npz,017131720649f4805278c76ce3d64602f4e916358ac330daa058591566da5ab4,False
g1_state_space__train_profile_004__trajectory_028__seed_100028__clean_asynchronous::context_030.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_028__seed_100028,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_028__seed_100028/clean_asynchronous/raw_dual_stream.npz,d18072f8373d52cd86efb9ab0e9662fefa44180d33a1c600098c2416fbc12413,False
g1_state_space__train_profile_004__trajectory_028__seed_100028__clean_asynchronous::context_060.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_028__seed_100028,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_028__seed_100028/clean_asynchronous/raw_dual_stream.npz,d18072f8373d52cd86efb9ab0e9662fefa44180d33a1c600098c2416fbc12413,False
g1_state_space__train_profile_004__trajectory_028__seed_100028__clean_asynchronous::context_090.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_028__seed_100028,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_028__seed_100028/clean_asynchronous/raw_dual_stream.npz,d18072f8373d52cd86efb9ab0e9662fefa44180d33a1c600098c2416fbc12413,False
g1_state_space__train_profile_004__trajectory_028__seed_100028__clean_asynchronous::context_120.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_028__seed_100028,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_028__seed_100028/clean_asynchronous/raw_dual_stream.npz,d18072f8373d52cd86efb9ab0e9662fefa44180d33a1c600098c2416fbc12413,False
g1_state_space__train_profile_004__trajectory_029__seed_100029__clean_asynchronous::context_030.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_029__seed_100029,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_029__seed_100029/clean_asynchronous/raw_dual_stream.npz,8d25927b9a32e98747e2c399fc5ede29abe48114ca1ca603899fdc090de8e652,False
g1_state_space__train_profile_004__trajectory_029__seed_100029__clean_asynchronous::context_060.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_029__seed_100029,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_029__seed_100029/clean_asynchronous/raw_dual_stream.npz,8d25927b9a32e98747e2c399fc5ede29abe48114ca1ca603899fdc090de8e652,False
g1_state_space__train_profile_004__trajectory_029__seed_100029__clean_asynchronous::context_090.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_029__seed_100029,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_029__seed_100029/clean_asynchronous/raw_dual_stream.npz,8d25927b9a32e98747e2c399fc5ede29abe48114ca1ca603899fdc090de8e652,False
g1_state_space__train_profile_004__trajectory_029__seed_100029__clean_asynchronous::context_120.000,train_profile_004,train,train,train_profile_004,g1_state_space__train_profile_004__trajectory_029__seed_100029,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_004/g1_state_space__train_profile_004__trajectory_029__seed_100029/clean_asynchronous/raw_dual_stream.npz,8d25927b9a32e98747e2c399fc5ede29abe48114ca1ca603899fdc090de8e652,False
g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_030.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_030__seed_100030,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_030__seed_100030/clean_asynchronous/raw_dual_stream.npz,07baa936b86f0ad9753e82673931b1a4025b938078f24462468dee1f2dd9ee32,False
g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_060.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_030__seed_100030,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_030__seed_100030/clean_asynchronous/raw_dual_stream.npz,07baa936b86f0ad9753e82673931b1a4025b938078f24462468dee1f2dd9ee32,False
g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_090.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_030__seed_100030,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_030__seed_100030/clean_asynchronous/raw_dual_stream.npz,07baa936b86f0ad9753e82673931b1a4025b938078f24462468dee1f2dd9ee32,False
g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_120.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_030__seed_100030,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_030__seed_100030/clean_asynchronous/raw_dual_stream.npz,07baa936b86f0ad9753e82673931b1a4025b938078f24462468dee1f2dd9ee32,False
g1_state_space__train_profile_005__trajectory_031__seed_100031__clean_asynchronous::context_030.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_031__seed_100031,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_031__seed_100031/clean_asynchronous/raw_dual_stream.npz,132e3fa3ab1892d37e48aea801975a4cb7f1dd3b72c2d42b1b497aa2b3e68cf1,False
g1_state_space__train_profile_005__trajectory_031__seed_100031__clean_asynchronous::context_060.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_031__seed_100031,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_031__seed_100031/clean_asynchronous/raw_dual_stream.npz,132e3fa3ab1892d37e48aea801975a4cb7f1dd3b72c2d42b1b497aa2b3e68cf1,False
g1_state_space__train_profile_005__trajectory_031__seed_100031__clean_asynchronous::context_090.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_031__seed_100031,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_031__seed_100031/clean_asynchronous/raw_dual_stream.npz,132e3fa3ab1892d37e48aea801975a4cb7f1dd3b72c2d42b1b497aa2b3e68cf1,False
g1_state_space__train_profile_005__trajectory_031__seed_100031__clean_asynchronous::context_120.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_031__seed_100031,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_031__seed_100031/clean_asynchronous/raw_dual_stream.npz,132e3fa3ab1892d37e48aea801975a4cb7f1dd3b72c2d42b1b497aa2b3e68cf1,False
g1_state_space__train_profile_005__trajectory_032__seed_100032__clean_asynchronous::context_030.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_032__seed_100032,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_032__seed_100032/clean_asynchronous/raw_dual_stream.npz,cc66da18a2cf51a446f34d4d70e0f67cfb16ac0bf714f3c54d336a4c737928c3,False
g1_state_space__train_profile_005__trajectory_032__seed_100032__clean_asynchronous::context_060.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_032__seed_100032,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_032__seed_100032/clean_asynchronous/raw_dual_stream.npz,cc66da18a2cf51a446f34d4d70e0f67cfb16ac0bf714f3c54d336a4c737928c3,False
g1_state_space__train_profile_005__trajectory_032__seed_100032__clean_asynchronous::context_090.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_032__seed_100032,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_032__seed_100032/clean_asynchronous/raw_dual_stream.npz,cc66da18a2cf51a446f34d4d70e0f67cfb16ac0bf714f3c54d336a4c737928c3,False
g1_state_space__train_profile_005__trajectory_032__seed_100032__clean_asynchronous::context_120.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_032__seed_100032,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_032__seed_100032/clean_asynchronous/raw_dual_stream.npz,cc66da18a2cf51a446f34d4d70e0f67cfb16ac0bf714f3c54d336a4c737928c3,False
g1_state_space__train_profile_005__trajectory_033__seed_100033__clean_asynchronous::context_030.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_033__seed_100033,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_033__seed_100033/clean_asynchronous/raw_dual_stream.npz,73b4cdd6b20c7bcf5de2d6ae7bbf3a3076f90c7b69469747e57d0b2dbc1f4a81,False
g1_state_space__train_profile_005__trajectory_033__seed_100033__clean_asynchronous::context_060.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_033__seed_100033,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_033__seed_100033/clean_asynchronous/raw_dual_stream.npz,73b4cdd6b20c7bcf5de2d6ae7bbf3a3076f90c7b69469747e57d0b2dbc1f4a81,False
g1_state_space__train_profile_005__trajectory_033__seed_100033__clean_asynchronous::context_090.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_033__seed_100033,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_033__seed_100033/clean_asynchronous/raw_dual_stream.npz,73b4cdd6b20c7bcf5de2d6ae7bbf3a3076f90c7b69469747e57d0b2dbc1f4a81,False
g1_state_space__train_profile_005__trajectory_033__seed_100033__clean_asynchronous::context_120.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_033__seed_100033,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_033__seed_100033/clean_asynchronous/raw_dual_stream.npz,73b4cdd6b20c7bcf5de2d6ae7bbf3a3076f90c7b69469747e57d0b2dbc1f4a81,False
g1_state_space__train_profile_005__trajectory_034__seed_100034__clean_asynchronous::context_030.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_034__seed_100034,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_034__seed_100034/clean_asynchronous/raw_dual_stream.npz,e2b513eef6ab0cb28767828699b4685a5584085a659e0b7eb932a7ba0e982b5f,False
g1_state_space__train_profile_005__trajectory_034__seed_100034__clean_asynchronous::context_060.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_034__seed_100034,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_034__seed_100034/clean_asynchronous/raw_dual_stream.npz,e2b513eef6ab0cb28767828699b4685a5584085a659e0b7eb932a7ba0e982b5f,False
g1_state_space__train_profile_005__trajectory_034__seed_100034__clean_asynchronous::context_090.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_034__seed_100034,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_034__seed_100034/clean_asynchronous/raw_dual_stream.npz,e2b513eef6ab0cb28767828699b4685a5584085a659e0b7eb932a7ba0e982b5f,False
g1_state_space__train_profile_005__trajectory_034__seed_100034__clean_asynchronous::context_120.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_034__seed_100034,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_034__seed_100034/clean_asynchronous/raw_dual_stream.npz,e2b513eef6ab0cb28767828699b4685a5584085a659e0b7eb932a7ba0e982b5f,False
g1_state_space__train_profile_005__trajectory_035__seed_100035__clean_asynchronous::context_030.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_035__seed_100035,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_035__seed_100035/clean_asynchronous/raw_dual_stream.npz,193ef1663b6eb03e75242e3cc2ea6e61b4545345d875d5f47cafbe3a40ac5810,False
g1_state_space__train_profile_005__trajectory_035__seed_100035__clean_asynchronous::context_060.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_035__seed_100035,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_035__seed_100035/clean_asynchronous/raw_dual_stream.npz,193ef1663b6eb03e75242e3cc2ea6e61b4545345d875d5f47cafbe3a40ac5810,False
g1_state_space__train_profile_005__trajectory_035__seed_100035__clean_asynchronous::context_090.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_035__seed_100035,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_035__seed_100035/clean_asynchronous/raw_dual_stream.npz,193ef1663b6eb03e75242e3cc2ea6e61b4545345d875d5f47cafbe3a40ac5810,False
g1_state_space__train_profile_005__trajectory_035__seed_100035__clean_asynchronous::context_120.000,train_profile_005,train,train,train_profile_005,g1_state_space__train_profile_005__trajectory_035__seed_100035,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_005/g1_state_space__train_profile_005__trajectory_035__seed_100035/clean_asynchronous/raw_dual_stream.npz,193ef1663b6eb03e75242e3cc2ea6e61b4545345d875d5f47cafbe3a40ac5810,False
g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_030.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_036__seed_100036,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_036__seed_100036/clean_asynchronous/raw_dual_stream.npz,b0d6a43f5b1d9873d1d19fdbd3077fef3bb0fdc1e0dce69a0dab84c9a122cdb2,False
g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_060.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_036__seed_100036,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_036__seed_100036/clean_asynchronous/raw_dual_stream.npz,b0d6a43f5b1d9873d1d19fdbd3077fef3bb0fdc1e0dce69a0dab84c9a122cdb2,False
g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_090.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_036__seed_100036,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_036__seed_100036/clean_asynchronous/raw_dual_stream.npz,b0d6a43f5b1d9873d1d19fdbd3077fef3bb0fdc1e0dce69a0dab84c9a122cdb2,False
g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_120.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_036__seed_100036,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_036__seed_100036/clean_asynchronous/raw_dual_stream.npz,b0d6a43f5b1d9873d1d19fdbd3077fef3bb0fdc1e0dce69a0dab84c9a122cdb2,False
g1_state_space__train_profile_006__trajectory_037__seed_100037__clean_asynchronous::context_030.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_037__seed_100037,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_037__seed_100037/clean_asynchronous/raw_dual_stream.npz,bd88c0767cf7749368b1d645f16c19c58a6174b30644bf177903fd580787eaae,False
g1_state_space__train_profile_006__trajectory_037__seed_100037__clean_asynchronous::context_060.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_037__seed_100037,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_037__seed_100037/clean_asynchronous/raw_dual_stream.npz,bd88c0767cf7749368b1d645f16c19c58a6174b30644bf177903fd580787eaae,False
g1_state_space__train_profile_006__trajectory_037__seed_100037__clean_asynchronous::context_090.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_037__seed_100037,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_037__seed_100037/clean_asynchronous/raw_dual_stream.npz,bd88c0767cf7749368b1d645f16c19c58a6174b30644bf177903fd580787eaae,False
g1_state_space__train_profile_006__trajectory_037__seed_100037__clean_asynchronous::context_120.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_037__seed_100037,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_037__seed_100037/clean_asynchronous/raw_dual_stream.npz,bd88c0767cf7749368b1d645f16c19c58a6174b30644bf177903fd580787eaae,False
g1_state_space__train_profile_006__trajectory_038__seed_100038__clean_asynchronous::context_030.000,train_profile_006,train,train,train_profile_006,g1_state_space__train_profile_006__trajectory_038__seed_100038,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_006/g1_state_space__train_profile_006__trajectory_038__seed_100038/clean_asynchronous/raw_dual_stream.npz,07ea4bf5a61694def8d591baba8a76c08c7d302cf5ed6d328a912d4d6ec8c4f5,False
