seed,fold_id,method_name,candidate_id,status,best_epoch,completed_epochs,stopped_early,best_public_selection_loss,training_elapsed_s,parameter_count,training_device,training_device_history,checkpoint_path,checkpoint_sha256,maximum_rss_mb,task_targets_opened,outer_test_accessed,transfer_initialized,transfer_source_sha256,transfer_copied_element_fraction
29,leave_one_sortie_out__fold01,contiformer,A,completed,20,20,False,1.9436216801404953,17.55858394317329,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold01/contiformer/A/best.pt,1095238c9b364ee8bc9afcde3b06c2379721cb23dce55938dd81281f4bb3c83f,3966.7265625,False,False,True,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,0.36962190352020863
29,leave_one_sortie_out__fold01,chronaris,A,completed,8,13,True,1.8909672126173973,120.69682414177805,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold01/chronaris/best.pt,3d59f37bc2d6ef8ea9fa84dcca0c2273f82525e5d0c515e0395ed940bbae7a1e,3966.7265625,False,False,True,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,0.3904652727427119
43,leave_one_sortie_out__fold01,physiology_only,A,completed,20,20,False,1.7865246385335922,17.086936158128083,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold01/physiology_only/A/best.pt,794876ecdd44690bf7126bce6ea30a3c1851c132e93dda3a39ed2354345adc4d,3966.7265625,False,False,True,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,0.9792746113989638
43,leave_one_sortie_out__fold01,vehicle_only,C,completed,18,20,False,1.7357749715447426,16.59318728884682,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold01/vehicle_only/C/best.pt,fd948a972208b7827122c610df170127e4fcdd772cb5b918b247ddee0512cb3b,3966.7265625,False,False,True,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,0.24605263157894736
43,leave_one_sortie_out__fold01,mult,A,completed,19,20,False,1.7365073636174202,20.379280381835997,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold01/mult/A/best.pt,9a905574cc91bb199a9352b22d972ac49457e52594d4495d20deebe0d84c8df0,3966.7265625,False,False,True,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,0.8446534448299142
43,leave_one_sortie_out__fold01,contiformer,A,completed,16,20,False,1.735553815960884,17.995019025169313,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold01/contiformer/A/best.pt,6d2f10e0b62b5792bfb680dc88e3e249ddada8986e491713296412d0616212aa,3966.7265625,False,False,True,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,0.36962190352020863
43,leave_one_sortie_out__fold01,chronaris,A,completed,9,14,True,1.700390137732029,131.3835610570386,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold01/chronaris/best.pt,5eecd65561ce08992a72e361c0f5b5b2f6c9e829e369c48a47c693a0d9863cb6,3966.7265625,False,False,True,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,0.3904652727427119
17,leave_one_sortie_out__fold02,physiology_only,A,completed,20,20,False,1.8594731837511063,35.04079908132553,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold02/physiology_only/A/best.pt,5699644c94a3499cb19a0574d65450a7a42e5ab4242a254df0e32eb3f2225e5f,3966.7265625,False,False,True,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,0.9792746113989638
17,leave_one_sortie_out__fold02,vehicle_only,C,completed,19,20,False,1.8176230862736702,35.51351482607424,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold02/vehicle_only/C/best.pt,1ae4c1067f323c12c3aacaaa1f525ff645e63781aa969b6fef4b9faeb48a9856,3966.7265625,False,False,True,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,0.24605263157894736
17,leave_one_sortie_out__fold02,mult,A,completed,14,19,True,1.8135637640953064,36.83773594768718,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold02/mult/A/best.pt,063f2c618d1b1774826da00050aacd5ba97bf6aca85e6914b6bd3eb1a0bf4c32,3966.7265625,False,False,True,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,0.8446534448299142
17,leave_one_sortie_out__fold02,contiformer,A,completed,20,20,False,1.8210328668355942,36.94758259272203,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold02/contiformer/A/best.pt,16d82facf090ba310b19c62aad3a41eb2b7233286b4c4fa0a9406867242450f5,3966.7265625,False,False,True,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,0.36962190352020863
17,leave_one_sortie_out__fold02,chronaris,A,completed,9,14,True,1.811354085803032,252.02801314694807,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold02/chronaris/best.pt,069bcf5babe3eccccdd3750f1f6006ef011ce7564897bdea1695a074a4d1f9cc,3966.7265625,False,False,True,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,0.3904652727427119
29,leave_one_sortie_out__fold02,physiology_only,A,completed,20,20,False,1.7654930800199509,33.92115945601836,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold02/physiology_only/A/best.pt,4ed0c37639c1ee99f100226ce3846ce7aa04f502bde6077b7a80459dd4d1d9de,3966.7265625,False,False,True,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,0.9792746113989638
29,leave_one_sortie_out__fold02,vehicle_only,C,completed,19,20,False,1.699288159608841,32.88253917824477,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold02/vehicle_only/C/best.pt,b1390673a32d523d5b0d18defce6b0879304e672f37dc0af3204994581fe7d1b,3966.7265625,False,False,True,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,0.24605263157894736
29,leave_one_sortie_out__fold02,mult,A,completed,20,20,False,1.731589138507843,37.97684295894578,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold02/mult/A/best.pt,0687a1c00ec897b7f6535691551f1c3459ddb136d5f2e467a811bbd38339178a,3966.7265625,False,False,True,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,0.8446534448299142
29,leave_one_sortie_out__fold02,contiformer,A,completed,20,20,False,1.7341308295726776,36.627119924873114,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold02/contiformer/A/best.pt,51864ddeca079c2267987c97d625b806aa1bc28833010a0065745f7a3de2c8e2,3966.7265625,False,False,True,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,0.36962190352020863
29,leave_one_sortie_out__fold02,chronaris,A,completed,20,20,False,1.6910116598010063,365.4264145260677,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold02/chronaris/best.pt,14032b08dd6cf742ad8425e75776f43dae77d3e196356b86d27cb35a069f5f15,3966.7265625,False,False,True,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,0.3904652727427119
43,leave_one_sortie_out__fold02,physiology_only,A,completed,20,20,False,2.012194275856018,33.831206406932324,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold02/physiology_only/A/best.pt,e52032dd71b07aa4ce8e81586e600609e025c2fe770cb630a11d92bf860b0b5b,3966.7265625,False,False,True,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,0.9792746113989638
43,leave_one_sortie_out__fold02,vehicle_only,C,completed,19,20,False,1.964805081486702,32.485900949686766,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold02/vehicle_only/C/best.pt,87bdb7be699a086fc5cddfdd778b3f5e5e868b463feca2f0ef8cce0b3312e3ef,3966.7265625,False,False,True,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,0.24605263157894736
43,leave_one_sortie_out__fold02,mult,A,completed,17,20,False,2.010934740304947,37.03336487617344,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold02/mult/A/best.pt,40375a60581fd22f9fc7f72b97e067b9169e37fb83dc5cf26e802bf09f7386b7,3966.7265625,False,False,True,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,0.8446534448299142
43,leave_one_sortie_out__fold02,contiformer,A,completed,11,16,True,2.0043226778507233,28.092724456917495,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold02/contiformer/A/best.pt,864bafb8f43e33531f8831dc34e40cc087673bbb78ecb088ad521d355084762c,3966.7265625,False,False,True,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,0.36962190352020863
43,leave_one_sortie_out__fold02,chronaris,A,completed,19,20,False,1.9724644869565964,356.04178788280115,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_sortie_out__fold02/chronaris/best.pt,5e4f6541fb57a5e24d4f620b5cd39709d2176f4dcae85a86a3552ab5a3f2965c,3966.7265625,False,False,True,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,0.3904652727427119
